382,193,move,False
382,193,move,False
382,194,move,False
382,195,move,False
384,198,move,False
388,207,move,False
397,229,move,False
415,271,move,False
437,329,move,False
458,379,move,False
487,428,move,False
521,470,move,False
576,519,move,False
640,557,move,False
731,594,move,False
816,618,move,False
911,631,move,False
989,634,move,False
1048,627,move,False
1090,609,move,False
1128,579,move,False
1172,536,move,False
1216,489,move,False
1257,442,move,False
1300,402,move,False
1333,378,move,False
1359,366,move,False
1379,364,move,False
1409,373,move,False
1443,400,move,False
1473,437,move,False
1495,473,move,False
1510,523,move,False
1515,565,move,False
1512,604,move,False
1495,642,move,False
1465,677,move,False
1400,721,move,False
1274,761,move,False
1112,771,move,False
933,758,move,False
764,720,move,False
621,669,move,False
505,603,move,False
416,542,move,False
348,471,move,False
302,417,move,False
271,361,move,False
252,322,move,False
239,291,move,False
233,267,move,False
231,247,move,False
232,229,move,False
239,213,move,False
252,200,move,False
278,182,move,False
323,167,move,False
387,153,move,False
465,147,move,False
535,147,move,False
604,149,move,False
674,151,move,False
732,154,move,False
785,154,move,False
838,154,move,False
899,154,move,False
957,159,move,False
1000,167,move,False
1038,181,move,False
1064,202,move,False
1086,228,move,False
1103,267,move,False
1107,306,move,False
1106,335,move,False
1087,375,move,False
1058,405,move,False
1012,446,move,False
947,484,move,False
860,531,move,False
768,575,move,False
673,620,move,False
586,657,move,False
508,684,move,False
464,696,move,False
431,705,move,False
415,708,move,False
403,708,move,False
397,708,move,False
396,708,move,False
395,708,move,False
395,708,move,False
395,707,move,False
395,707,click,True
395,707,release,False
395,707,click,True
395,707,release,False
395,707,move,False
402,704,move,False
423,698,move,False
463,688,move,False
507,676,move,False
555,666,move,False
607,655,move,False
655,645,move,False
706,640,move,False
751,638,move,False
785,639,move,False
828,646,move,False
867,663,move,False
902,682,move,False
928,703,move,False
950,721,move,False
967,740,move,False
985,762,move,False
995,781,move,False
1002,796,move,False
1007,810,move,False
1008,821,move,False
1008,827,move,False
1008,835,move,False
1000,843,move,False
980,849,move,False
901,855,move,False
801,834,move,False
666,777,move,False
528,688,move,False
375,579,move,False
243,455,move,False
141,332,move,False
78,216,move,False
47,134,move,False
32,88,move,False
20,61,move,False
15,53,move,False
13,49,move,False
13,48,move,False
14,47,move,False
24,43,move,False
50,38,move,False
110,24,move,False
185,15,move,False
254,13,move,False
340,13,move,False
418,18,move,False
501,26,move,False
572,38,move,False
641,55,move,False
701,72,move,False
754,87,move,False
788,101,move,False
808,112,move,False
817,121,move,False
825,136,move,False
829,154,move,False
829,181,move,False
817,226,move,False
796,280,move,False
755,341,move,False
707,392,move,False
634,444,move,False
574,478,move,False
476,510,move,False
387,531,move,False
292,543,move,False
218,546,move,False
160,542,move,False
100,528,move,False
65,512,move,False
40,496,move,False
27,481,move,False
17,462,move,False
8,429,move,False
6,383,move,False
7,338,move,False
14,294,move,False
27,264,move,False
48,231,move,False
74,210,move,False
109,194,move,False
153,184,move,False
182,184,move,False
220,187,move,False
250,198,move,False
286,220,move,False
321,255,move,False
357,304,move,False
391,364,move,False
418,412,move,False
439,466,move,False
454,508,move,False
473,543,move,False
492,568,move,False
506,586,move,False
516,599,move,False
524,610,move,False
528,619,move,False
534,626,move,False
539,632,move,False
545,639,move,False
551,650,move,False
554,660,move,False
554,672,move,False
551,681,move,False
536,695,move,False
500,709,move,False
412,725,move,False
323,725,move,False
215,710,move,False
141,680,move,False
41,629,move,False
-20,585,move,False
-67,527,move,False
-32,493,move,False
-25,456,move,False
-3,454,move,False
-10,447,move,False
-11,437,move,False
-13,427,move,False
-11,419,move,False
-7,414,move,False
-7,409,move,False
-4,407,move,False
-4,406,move,False
-9,403,move,False
-8,402,move,False
-11,400,move,False
-8,397,move,False
-3,396,move,False
-1,396,move,False
1,397,move,False
7,402,move,False
14,408,move,False
20,417,move,False
26,424,move,False
30,431,move,False
31,434,move,False
32,434,move,False
32,434,move,False
29,424,move,False
13,393,move,False
-17,323,move,False
-24,245,move,False
-16,184,move,False
-7,141,move,False
-3,99,move,False
0,42,move,False
2,-7,move,False
8,-32,move,False
13,-20,move,False
20,-13,move,False
21,2,move,False
26,15,move,False
33,36,move,False
42,68,move,False
54,109,move,False
64,153,move,False
72,186,move,False
78,206,move,False
81,224,move,False
82,237,move,False
85,249,move,False
87,259,move,False
90,268,move,False
93,277,move,False
96,285,move,False
98,290,move,False
99,294,move,False
99,295,move,False
99,296,move,False
99,296,move,False
97,293,move,False
93,284,move,False
89,273,move,False
87,263,move,False
86,256,move,False
86,253,move,False
86,250,move,False
87,248,move,False
91,243,move,False
96,237,move,False
102,230,move,False
109,224,move,False
116,220,move,False
125,216,move,False
132,212,move,False
140,210,move,False
150,210,move,False
159,210,move,False
165,210,move,False
168,210,move,False
170,210,move,False
171,210,move,False
172,210,move,False
172,210,move,False
174,209,move,False
175,209,move,False
176,209,move,False
177,208,move,False
178,208,move,False
179,208,move,False
179,207,move,False
179,206,move,False
179,205,move,False
181,203,move,False
184,201,move,False
187,197,move,False
189,196,move,False
191,194,move,False
193,193,move,False
194,192,move,False
195,192,move,False
196,190,move,False
197,189,move,False
197,187,move,False
197,185,move,False
198,185,move,False
198,184,move,False
198,184,click,True
198,184,release,False
